# GTOC4 list of asteroids' Keplerian orbital parameters in the J2000 heliocentric ecliptic frame
# Name         Epoch (MJD)    a (AU)                   e                        i (deg)                  LAN (deg)                arg. periap. (deg)       mean anomaly (deg)
'162173'       54800.000000   1.1897086114092501e+00   1.9033605262947126e-01   5.8833968398617280e+00   2.5164134763376953e+02   2.1140987411071814e+02   2.4312971124698575e+02
'162196'       54800.000000   1.8263824427265101e+00   3.7493412804410853e-01   2.2440433535974311e+01   1.7203912293330444e+02   2.3414272551863962e+02   2.3149292248760997e+02
'162210'       54800.000000   2.2951393947986598e+00   6.9632182481409721e-01   5.2098672799474031e+00   3.2779110585498211e+02   3.1910327665909756e+02   2.4308701706259845e+02
'162215'       54800.000000   1.0814044655356501e+00   4.3651842068746632e-01   1.7334628507754655e+01   2.0238869110116980e+02   3.4670117688222518e+02   2.3852225341793419e+02
'162273'       54800.000000   1.5936518195575000e+00   2.3607779338438814e-01   2.0184174280430714e+01   2.3446702668651403e+02   4.0870563672640344e+01   3.0243926152482612e+02
'162416'       54800.000000   1.8538519636602999e+00   4.7753444352055940e-01   3.9385792264672115e-01   2.1535406209979215e+02   1.8929383969278003e+01   1.3976856290671026e+02
'162470'       54800.000000   1.1126919113309000e+00   5.5282112088189206e-01   3.5284042931727534e+01   8.3799063139038566e+01   3.1734254162184204e+01   1.5247967459088090e+02
'162566'       54800.000000   2.6368590354213901e+00   5.7346850214797551e-01   1.3847400963121071e+01   3.3140016536312231e+02   1.4314966299460099e+02   2.8434681377444042e+02
'162581'       54800.000000   1.6676457587880700e+00   3.5155429915076997e-01   1.5890630361622755e+01   2.0043203632244223e+02   2.4805092901363960e+02   2.4444661530123713e+02
'162873'       54800.000000   1.4006319665250000e+00   8.6489309063781841e-02   2.0196722169777527e+01   3.5794684628268084e+02   1.9859721306257404e+02   2.2003054215191429e+02
'162913'       54800.000000   1.2710987772734099e+00   5.1960265966094143e-01   8.6398201112958333e+00   1.7061660230314291e+02   3.5604515641488820e+02   1.3337210464124931e+02
'162922'       54800.000000   1.3180850209774799e+00   3.8162965574488217e-01   1.0298192229822877e+01   2.8432434255235495e+02   2.9110599191470288e+02   3.5736560813093070e+02
'162979'       54800.000000   2.0359443986451402e+00   5.4540652313730065e-01   1.7083980929473967e+01   3.1167213679955336e+02   3.2596957383405567e+02   1.9267715995999430e+02
'162980'       54800.000000   1.5530947144124601e+00   4.8889844057250509e-01   3.0390751632955315e+01   1.7767375498068367e+02   3.5135383615349281e+02   9.3370275425058978e+01
'163191'       54800.000000   1.8363550930758501e+00   4.6405475272503399e-01   1.6302852423894880e+01   1.7925057596602920e+02   4.4105917862840435e+01   2.3238801806222469e+02
'163250'       54800.000000   2.6924488889173199e+00   5.3824911104688655e-01   3.4970288051870355e+01   1.7031552376221731e+02   3.5093975794608116e+02   1.8555261802700588e+02
'163252'       54800.000000   2.1308060696500699e+00   4.3992063307256624e-01   9.0004711268409778e+00   9.5707207186375769e+01   2.0085968044315763e+02   1.2838366979571930e+01
'163295'       54800.000000   2.4745825650268798e+00   6.4005411950830349e-01   5.8225229813281301e+00   3.3127954941148140e+01   7.6721691620146316e+01   2.6706060286406182e+02
'163335'       54800.000000   1.3279765017940499e+00   6.6721634550000375e-01   5.6286354257937298e+01   2.4707974156369599e+02   1.5561111928566010e+02   3.3431794365857208e+01
'163364'       54800.000000   1.3642760954265001e+00   3.6872579672681433e-01   4.1750048602699765e+00   2.6016226839685623e+02   2.7491258836394235e+02   1.0004986065283757e+02
'163732'       54800.000000   2.7527314642846399e+00   6.9590615468187500e-01   4.4619537351729541e+01   1.9342393560076800e+02   1.9060453511086621e+02   4.4926083907180690e+01
'164121'       54800.000000   1.1099763302519901e+00   2.9194714421370493e-01   4.4059848193184983e+01   3.8362478400835101e+01   9.0943442627972146e+01   2.5451384391203948e+01
'164202'       54800.000000   9.8943612362077704e-01   2.7969161909278090e-01   4.6634135395812004e+00   3.4341123185257550e+02   5.5768535071825347e+01   2.3609248359606848e+01
'164207'       54800.000000   1.0008279218758400e+00   1.3640442676529305e-01   1.3647997251834978e+01   3.8833854415612436e+01   2.8097104687478026e+02   1.1579808149919248e+02
'164215'       54800.000000   2.1149561670594998e+00   3.9692241603862743e-01   4.8790219780436113e+00   2.3632920230303802e+02   7.6135843462178300e+01   1.4786719407165486e+02
'164216'       54800.000000   2.1535000862518099e+00   5.6396264568402144e-01   1.9895119288205979e+01   2.9528371671797828e+02   3.2617044987301051e+02   1.5668739932747417e+02
'164217'       54800.000000   2.0131071876288700e+00   4.1593156293824574e-01   4.8899842838444748e+01   1.4502447855560661e+02   1.7892830161669036e+02   1.8090016897399843e+02
'164294'       54800.000000   6.1771433177536295e-01   4.5427009449127764e-01   2.9536298996933783e+00   2.1179453954348548e+02   4.7638267649531691e+00   2.3614385227355268e+02
'164341'       54800.000000   1.6267951684398900e+00   2.5414334271016142e-01   1.3014212746667225e+01   1.4073413332882913e+02   4.2710664369457682e+01   2.7555049474078618e+02
'164400'       54800.000000   1.6565537003925099e+00   4.6760118287185060e-01   6.6256715935232844e+00   2.1904996037575916e+02   2.0291901997066881e+02   8.5742283754145223e+00
'170013'       54800.000000   2.9639343994113299e+00   8.0102528761197844e-01   2.4045261526157926e+01   1.8597681610844404e+02   3.2827873596215653e+02   5.3133342806995842e+01
'172722'       54800.000000   1.5436468491405499e+00   6.9945080066361942e-01   7.2325999727299077e+00   3.4140853997709149e+02   1.7042840378457974e+01   2.1376375459424739e+02
'173689'       54800.000000   1.7796280352637199e+00   3.9458942601782693e-01   1.0407377549543872e+01   2.7313934564695580e+02   3.1361320426095051e+02   8.9759932307698620e+01
'174806'       54800.000000   2.5155811275932698e+00   5.7261064795293937e-01   1.1354074926842399e+01   3.1899063199283296e+02   2.0487717097964125e+02   5.2350167646868968e+01
'175189'       54800.000000   2.0564234106995798e+00   3.8740609963024963e-01   2.6239884896104519e+00   1.6963024510712498e+02   7.8446216802693385e+01   3.4543143663756901e+01
'175706'       54800.000000   1.0542711777618601e+00   3.4987221401458474e-01   1.9903491088000149e+00   2.9988108674525108e+02   2.3930326394572877e+01   1.5091859804606995e+02
'175729'       54800.000000   1.2720695997285500e+00   4.2480725864540614e-01   1.1536890506247220e+01   1.2437975961863955e+02   2.5911733020557608e+02   2.5513029624323147e+02
'177016'       54800.000000   1.1599523096947599e+00   5.8211688841934095e-01   1.3799993492239716e+01   1.3765730470001097e+02   1.5526328979133555e+02   1.3457026540319046e+02
'177651'       54800.000000   1.1543777448133199e+00   6.9885376658538934e-01   4.2409554310404232e+01   8.9447428187831179e+01   1.8631924650290787e+02   1.5729313567821697e+02
'185851'       54800.000000   1.3654295669710399e+00   3.7671644534622184e-01   8.6699957705166160e+00   3.5878316344739130e+02   2.8965296553146925e+02   7.9078003909247840e+01
'186823'       54800.000000   1.2051148933713700e+00   6.7686207526194264e-01   2.1948288683456752e+01   1.9012431350584220e+02   1.6105863633273955e+02   1.0532527502124424e+02
'186844'       54800.000000   2.4369842349085999e+00   6.6929350206322547e-01   7.7929655207479849e+00   2.6190847561163548e+02   5.4221020693500741e+01   4.9151427794704773e+01
'189011'       54800.000000   1.5001408465040800e+00   2.3208194529208559e-01   1.8693783897861962e+01   2.5449659295027067e+02   1.3025523057742186e+02   3.4608433830165239e+02
'189173'       54800.000000   1.8438615976864701e+00   5.7031026855229638e-01   4.3071780297193456e+01   2.6905234253430240e+02   2.7373972056060938e+02   1.0681981361672484e+02
'189263'       54800.000000   2.7296669671798401e+00   5.8835503762004104e-01   1.6744646900345870e+01   2.0214918820042374e+02   2.0392604838245558e+02   3.4069592724265277e+02
'190119'       54800.000000   2.4627192613212601e+00   8.9100475490493458e-01   3.0056704574017459e+01   2.2557320009448688e+02   1.9848050838233785e+01   3.3794495732602016e+01
'190161'       54800.000000   2.2375258598693901e+00   4.5433504083748699e-01   3.9932689828184915e+00   3.0511229190328652e+02   5.5557907715052551e+01   3.5893804110679304e+02
'190208'       54800.000000   2.0536665449503100e+00   4.8640856523228743e-01   4.0805197953962526e+00   3.2621901215687944e+02   1.0480244632519525e+02   3.4076163718638651e+02
'190758'       54800.000000   1.7491977439809401e+00   3.6455875414401701e-01   1.3944629404834654e+01   1.7870434751839841e+02   1.3026208207127814e+02   6.9066992577332854e+01
'190788'       54800.000000   1.2682600838890901e+00   7.9193953896410629e-01   2.0135571160279262e+01   3.5006749733050282e+02   1.9952469172841376e+02   1.0798121564626047e+02
'191094'       54800.000000   2.1135910412827399e+00   6.4188546485941811e-01   3.2200366310917047e+01   3.4974612553415375e+02   2.5910678105388234e+02   5.0570464946920602e+01
'192563'       54800.000000   1.4521424800700100e+00   4.0804057877707783e-01   2.4749839276501646e+01   6.8814449469191700e+01   1.1059530979828551e+02   1.9954107738903869e+02
'194126'       54800.000000   1.4327265765305299e+00   2.4761015340131171e-01   2.6681437198951638e+01   3.5165460105878438e+01   2.0025330724583958e+02   1.7489047928249298e+02
'194268'       54800.000000   1.4530795353021200e+00   7.8736720090000356e-01   5.4287555958745539e+00   1.6108965626721118e+02   1.0739625100669208e+02   5.0653745895903306e+01
'196068'       54800.000000   2.1171881834373298e+00   6.6409933652162079e-01   5.9405150623889412e+01   3.3673353752509854e+01   2.5116555941407358e+02   2.9566347500498981e+01
'199003'       54800.000000   9.5900658123586702e-01   1.5205996343431177e-01   2.1615787260602179e+01   2.8809476736607257e+02   2.9758531940965992e+02   2.3984136106405307e+02
'199801'       54800.000000   1.6848216788053201e+00   5.6964965171542858e-01   2.2833751898598025e+00   2.4584573180098761e+02   8.6519334582100086e+01   3.3880130605856735e+01
'1979XB'       54800.000000   2.3510494436628502e+00   7.2604635537432571e-01   2.5138743236418165e+01   8.5495444853670165e+01   7.5742861899785495e+01   2.9366667775348527e+00
'1983LC'       54800.000000   2.6136943983834500e+00   7.0884255150185971e-01   1.5199457092426589e+00   1.5956990879068491e+02   1.8483655701761393e+02   3.5393914309587768e+02
'1988NE'       54800.000000   2.2687164802453901e+00   4.4986408391850058e-01   9.7085699969935977e+00   2.5147038480264510e+02   3.7656291428826925e+00   3.5598353780592919e+02
'1989AZ'       54800.000000   1.6473602042713600e+00   4.6851889886013309e-01   1.1784170147982767e+01   2.9563497979552187e+02   1.1181520840404117e+02   1.7059510219355175e+02
'1990SM'       54800.000000   2.1010330914698199e+00   7.6606519058600231e-01   1.1579572637502762e+01   1.3685401751014174e+02   1.0702476063317938e+02   9.5799156994500887e+00
'1991FB'       54800.000000   2.3707392180926998e+00   5.6664127434273626e-01   9.0379324179534173e+00   1.8068199523060787e+01   2.1998779867231275e+02   2.8758768601129634e+02
'1991LH'       54800.000000   1.3567706492644700e+00   7.3257779289472991e-01   5.3185746084842684e+01   2.8108768494375693e+02   2.0374729578120395e+02   1.2853758901536560e+02
'1991TT'       54800.000000   1.1943463103950700e+00   1.6135445329290340e-01   1.4804589184251659e+01   1.9241456988523015e+02   2.1801071672376199e+02   2.2521123286509670e+01
'1991XB'       54800.000000   2.9401138521347399e+00   5.8953710844623319e-01   1.6305134525560828e+01   2.5038633871528748e+02   1.7233478608319794e+02   1.2946327348285877e+02
'1992BC'       54800.000000   1.4224813434439101e+00   3.5261168185788400e-01   1.4362302816095552e+01   1.2343903084744400e+02   7.7097177858697592e+01   2.9645624325539518e+02
'1993BU3'      54800.000000   2.4056107486911200e+00   5.1441058002235507e-01   5.2957496630305938e+00   3.1625911912471696e+02   1.4431781212777025e+02   9.5905367578145203e+01
'1993FA1'      54800.000000   1.4261260236141300e+00   2.8856710427439819e-01   2.0452864828766188e+01   1.8732025289129820e+02   3.4357278438559422e+02   8.2540580620595975e+01
'1993RA'       54800.000000   1.9186463272698300e+00   4.1618383354334054e-01   5.5996968000590357e+00   1.7191214773343410e+02   2.6498084718757059e+02   2.1504622973163455e+02
'1993UD'       54800.000000   1.3197263455273400e+00   1.9452807662967322e-01   2.2793425117763224e+01   2.5080543537189445e+01   2.5485068763041195e+02   7.9450106414526942e+01
'1993VC'       54800.000000   2.7756076237534701e+00   5.3234564062162915e-01   3.2060681637031738e+00   2.4241934457911799e+02   1.7710887412772740e+02   8.5799433134623385e+01
'1993VD'       54800.000000   8.7619730031474097e-01   5.5140637308139751e-01   2.0622101410315912e+00   2.7202473531440581e+00   2.5366211410496777e+02   2.3416612055755328e+02
'1994EK'       54800.000000   2.1580025850663000e+00   6.3999996730205244e-01   6.0490276230373903e+00   3.3323520809202358e+02   9.9058021052279528e+01   2.5901035345797362e+02
'1994GV'       54800.000000   2.0095156073622800e+00   5.1950647310534093e-01   4.5794303215847132e-01   2.0105635797203103e+01   1.5401002409472096e+02   5.6870090920001445e+01
'1994UG'       54800.000000   1.2382934935055101e+00   2.9238148990553786e-01   5.2069765501472656e+00   1.3755899685336892e+01   2.2544433413913816e+02   2.1708829872038265e+02
'1994US'       54800.000000   2.7354119891104598e+00   5.6826596981684030e-01   8.4914278936446212e+00   2.2366160674039946e+02   1.2139129655574752e+02   5.5550098234031410e+01
'1994WR12'     54800.000000   7.5641768516357699e-01   3.9842311764816829e-01   6.8711251812144338e+00   6.2850181114592843e+01   2.0589014811843839e+02   2.3525816659926556e+02
'1995CR'       54800.000000   9.0673188625944401e-01   8.6851409707328209e-01   4.0371993874605474e+00   3.4275866755172001e+02   3.2241667860087870e+02   2.9305124816897614e+02
'1995EK1'      54800.000000   2.2651437250108399e+00   7.7575274906732894e-01   8.8571728082281709e+00   3.5545434896559618e+02   2.9681740202181845e+02   3.4780114889464585e+02
'1995FF'       54800.000000   2.3194994818048702e+00   7.0940736630520174e-01   5.9057064094649747e-01   1.7247078256358810e+02   2.9636400563944670e+02   3.2205618444544905e+02
'1995FG'       54800.000000   1.8492640491356500e+00   3.7284070918770179e-01   1.9618075551829981e+00   1.8499818896047421e+02   3.6750708412807150e+01   1.4286993373079414e+02
'1995SA4'      54800.000000   2.5008456063432698e+00   5.7873449315960357e-01   2.8166792472202071e+00   1.8766449426632974e+02   1.4827765459081948e+02   1.2749904136829518e+02
'1995SB'       54800.000000   1.3202070783926600e+00   8.5431617041239402e-02   1.4888810546892286e+01   3.5202484421054368e+02   2.6345616495615462e+02   3.4148961208703037e+02
'1996HN'       54800.000000   2.2033563026881602e+00   4.1120520118545512e-01   8.6058927336225537e+00   2.0304419181314478e+02   2.5137502646760868e+01   3.0192545205485357e+02
'1996TE9'      54800.000000   1.7931287961753699e+00   3.2591139394938518e-01   2.1636304613773095e+01   1.3938246461892438e+01   3.7813877997014140e+00   1.6994658225559249e+01
'1996XW1'      54800.000000   1.7256801524847900e+00   4.5414844437901791e-01   3.0592067169401716e+01   2.4799580732629485e+02   2.6451964603548214e+02   6.5934915975022719e+01
